I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
85          1.0342e+10  3.0549e+10  2.5203e+03  3.5610e+03  3.0177e+09  2.4284e+03  3.5610e+03  1.0236e+08  2.4958e+03  3.5610e+03  9.2186e+07  2.4786e+03  3.5610e+03  1.9455e+08  2.4877e+03  3.5617e+03  
86          1.0356e+10  2.7907e+10  2.7350e+03  3.7272e+03  2.7511e+09  2.6365e+03  3.7272e+03  1.0119e+08  2.7090e+03  3.7272e+03  9.2343e+07  2.6907e+03  3.7272e+03  1.9353e+08  2.7002e+03  3.7279e+03  
87          1.0369e+10  2.5593e+10  2.9576e+03  3.8912e+03  2.5179e+09  2.8525e+03  3.8912e+03  1.0006e+08  2.9301e+03  3.8912e+03  9.2420e+07  2.9106e+03  3.8912e+03  1.9248e+08  2.9208e+03  3.8920e+03  
88          1.0382e+10  2.3558e+10  3.1881e+03  4.0525e+03  2.3127e+09  3.0765e+03  4.0525e+03  9.8996e+07  3.1592e+03  4.0526e+03  9.2426e+07  3.1386e+03  4.0526e+03  1.9142e+08  3.1492e+03  4.0534e+03  
89          1.0396e+10  2.1759e+10  3.4266e+03  4.2108e+03  2.1311e+09  3.3085e+03  4.2108e+03  9.7983e+07  3.3963e+03  4.2108e+03  9.2368e+07  3.3746e+03  4.2108e+03  1.9035e+08  3.3858e+03  4.2117e+03  
90          1.0410e+10  2.0162e+10  3.6732e+03  4.3657e+03  1.9696e+09  3.5486e+03  4.3657e+03  9.7023e+07  3.6415e+03  4.3657e+03  9.2254e+07  3.6188e+03  4.3657e+03  1.8928e+08  3.6305e+03  4.3666e+03  
91          1.0424e+10  1.8737e+10  3.9281e+03  4.5172e+03  1.8253e+09  3.7969e+03  4.5172e+03  9.6115e+07  3.8951e+03  4.5173e+03  9.2088e+07  3.8713e+03  4.5173e+03  1.8820e+08  3.8834e+03  4.5182e+03  
92          1.0438e+10  1.7459e+10  4.1913e+03  4.6654e+03  1.6956e+09  4.0537e+03  4.6654e+03  9.5256e+07  4.1570e+03  4.6654e+03  9.1874e+07  4.1323e+03  4.6655e+03  1.8713e+08  4.1449e+03  4.6664e+03  
93          1.0452e+10  1.6308e+10  4.4632e+03  4.8103e+03  1.5785e+09  4.3191e+03  4.8103e+03  9.4444e+07  4.4275e+03  4.8103e+03  9.1618e+07  4.4019e+03  4.8103e+03  1.8606e+08  4.4149e+03  4.8113e+03  
94          1.0467e+10  1.5266e+10  4.7437e+03  4.9520e+03  1.4725e+09  4.5931e+03  4.9520e+03  9.3678e+07  4.7068e+03  4.9521e+03  9.1321e+07  4.6802e+03  4.9521e+03  1.8500e+08  4.6937e+03  4.9531e+03  
95          1.0482e+10  1.4320e+10  5.0333e+03  5.0908e+03  1.3761e+09  4.8761e+03  5.0907e+03  9.2956e+07  4.9951e+03  5.0908e+03  9.0987e+07  4.9676e+03  5.0908e+03  1.8394e+08  4.9815e+03  5.0918e+03  
96          1.0497e+10  1.3457e+10  5.3319e+03  5.2266e+03  1.2880e+09  5.1683e+03  5.2266e+03  9.2276e+07  5.2925e+03  5.2267e+03  9.0620e+07  5.2641e+03  5.2267e+03  1.8290e+08  5.2784e+03  5.2278e+03  
97          1.0512e+10  1.2667e+10  5.6400e+03  5.3599e+03  1.2074e+09  5.4697e+03  5.3599e+03  9.1637e+07  5.5993e+03  5.3599e+03  9.0220e+07  5.5700e+03  5.3599e+03  1.8186e+08  5.5848e+03  5.3610e+03  
98          1.0528e+10  1.1942e+10  5.9576e+03  5.4906e+03  1.1334e+09  5.7808e+03  5.4906e+03  9.1038e+07  5.9156e+03  5.4906e+03  8.9791e+07  5.8856e+03  5.4906e+03  1.8083e+08  5.9007e+03  5.4918e+03  
99          1.0543e+10  1.1274e+10  6.2850e+03  5.6189e+03  1.0653e+09  6.1015e+03  5.6189e+03  9.0481e+07  6.2418e+03  5.6189e+03  8.9333e+07  6.2109e+03  5.6190e+03  1.7981e+08  6.2265e+03  5.6201e+03  
100         1.0559e+10  1.0657e+10  6.6224e+03  5.7450e+03  1.0024e+09  6.4323e+03  5.7450e+03  8.9966e+07  6.5780e+03  5.7450e+03  8.8850e+07  6.5463e+03  5.7450e+03  1.7882e+08  6.5622e+03  5.7462e+03  
101         1.0576e+10  1.0086e+10  6.9701e+03  5.8689e+03  9.4414e+08  6.7733e+03  5.8689e+03  8.9495e+07  6.9244e+03  5.8689e+03  8.8340e+07  6.8920e+03  5.8690e+03  1.7784e+08  6.9083e+03  5.8702e+03  
102         1.0592e+10  9.5553e+09  7.3284e+03  5.9908e+03  8.9017e+08  7.1248e+03  5.9908e+03  8.9071e+07  7.2813e+03  5.9908e+03  8.7806e+07  7.2483e+03  5.9908e+03  1.7688e+08  7.2649e+03  5.9921e+03  
