I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
86          1.0356e+10  5.5840e+09  7.5224e+02  3.3180e+03  7.6778e+07  1.3666e+03  3.3180e+03  6.0222e+07  7.1283e+02  3.3180e+03  1.0054e+07  7.2186e+02  3.3180e+03  7.0275e+07  7.1414e+02  3.3181e+03  
87          1.0369e+10  4.9801e+09  7.8904e+02  3.5840e+03  5.4703e+07  1.4273e+03  3.5840e+03  5.9819e+07  7.4799e+02  3.5840e+03  8.1435e+06  7.5950e+02  3.5840e+03  6.7962e+07  7.4939e+02  3.5841e+03  
88          1.0382e+10  4.4799e+09  8.2585e+02  3.8448e+03  4.0440e+07  1.3696e+03  3.8448e+03  5.9352e+07  7.8347e+02  3.8448e+03  6.6195e+06  7.9669e+02  3.8448e+03  6.5972e+07  7.8482e+02  3.8449e+03  
89          1.0396e+10  4.0633e+09  8.6294e+02  4.0966e+03  3.1363e+07  1.1844e+03  4.0967e+03  5.8834e+07  8.1964e+02  4.0966e+03  5.4387e+06  8.3308e+02  4.0966e+03  6.4273e+07  8.2079e+02  4.0967e+03  
90          1.0410e+10  3.7143e+09  9.0024e+02  4.3364e+03  2.5629e+07  9.0510e+02  4.3365e+03  5.8279e+07  8.5643e+02  4.3364e+03  4.5523e+06  8.6791e+02  4.3364e+03  6.2831e+07  8.5728e+02  4.3365e+03  
91          1.0424e+10  3.4198e+09  9.3754e+02  4.5621e+03  2.2006e+07  5.9274e+02  4.5622e+03  5.7697e+07  8.9361e+02  4.5621e+03  3.9104e+06  9.0055e+02  4.5621e+03  6.1608e+07  8.9407e+02  4.5622e+03  
92          1.0438e+10  3.1696e+09  9.7484e+02  4.7723e+03  1.9686e+07  3.0459e+02  4.7724e+03  5.7102e+07  9.3112e+02  4.7723e+03  3.4654e+06  9.3112e+02  4.7723e+03  6.0567e+07  9.3114e+02  4.7724e+03  
93          1.0452e+10  2.9551e+09  1.0122e+03  4.9666e+03  1.8159e+07  7.2757e+01  4.9666e+03  5.6501e+07  9.6891e+02  4.9666e+03  3.1741e+06  9.6038e+02  4.9666e+03  5.9676e+07  9.6848e+02  4.9667e+03  
94          1.0467e+10  2.7698e+09  1.0496e+03  5.1450e+03  1.7110e+07  -9.6268e+01 5.1451e+03  5.5905e+07  1.0070e+03  5.1451e+03  2.9991e+06  9.8957e+02  5.1451e+03  5.8904e+07  1.0061e+03  5.1452e+03  
95          1.0482e+10  2.6081e+09  1.0873e+03  5.3084e+03  1.6349e+07  -2.1100e+02 5.3085e+03  5.5318e+07  1.0455e+03  5.3084e+03  2.9091e+06  1.0199e+03  5.3084e+03  5.8227e+07  1.0442e+03  5.3085e+03  
96          1.0497e+10  2.4657e+09  1.1254e+03  5.4577e+03  1.5764e+07  -2.8477e+02 5.4577e+03  5.4747e+07  1.0844e+03  5.4577e+03  2.8787e+06  1.0520e+03  5.4577e+03  5.7626e+07  1.0828e+03  5.4578e+03  
97          1.0512e+10  2.3392e+09  1.1641e+03  5.5941e+03  1.5286e+07  -3.3007e+02 5.5942e+03  5.4196e+07  1.1238e+03  5.5941e+03  2.8881e+06  1.0864e+03  5.5941e+03  5.7084e+07  1.1220e+03  5.5942e+03  
98          1.0528e+10  2.2257e+09  1.2034e+03  5.7190e+03  1.4878e+07  -3.5650e+02 5.7190e+03  5.3666e+07  1.1639e+03  5.7190e+03  2.9223e+06  1.1230e+03  5.7190e+03  5.6588e+07  1.1618e+03  5.7191e+03  
99          1.0543e+10  2.1230e+09  1.2435e+03  5.8337e+03  1.4515e+07  -3.7071e+02 5.8337e+03  5.3159e+07  1.2045e+03  5.8337e+03  2.9701e+06  1.1616e+03  5.8337e+03  5.6129e+07  1.2023e+03  5.8338e+03  
