I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
68          9.8706e+09  2.6431e+12  2.6109e+00  1.5000e+03  1.0777e+11  1.0332e+00  1.5000e+03  6.6828e+06  2.4539e+00  1.5000e+03  6.4531e+03  -8.2241e+00 1.5000e+03  6.6893e+06  2.5082e+00  1.5006e+03  
69          9.8734e+09  2.5860e+12  2.5833e+00  1.5000e+03  1.0506e+11  9.6413e-01  1.5000e+03  6.7904e+06  2.4237e+00  1.5000e+03  6.7925e+03  -8.4421e+00 1.5000e+03  6.7972e+06  2.4590e+00  1.5005e+03  
70          9.8762e+09  2.5299e+12  2.6676e+00  1.5000e+03  1.0244e+11  1.0059e+00  1.5000e+03  6.8995e+06  2.5053e+00  1.5000e+03  7.1506e+03  -8.5479e+00 1.5000e+03  6.9066e+06  2.5457e+00  1.5005e+03  
71          9.8790e+09  2.4747e+12  2.7257e+00  1.5000e+03  9.9888e+10  1.0203e+00  1.5000e+03  7.0099e+06  2.5606e+00  1.5000e+03  7.5286e+03  -8.6794e+00 1.5000e+03  7.0174e+06  2.5988e+00  1.5005e+03  
72          9.8818e+09  2.4204e+12  2.7931e+00  1.5000e+03  9.7414e+10  1.0431e+00  1.5000e+03  7.1217e+06  2.6252e+00  1.5000e+03  7.9275e+03  -8.8008e+00 1.5000e+03  7.1297e+06  2.6631e+00  1.5005e+03  
73          9.8847e+09  2.3671e+12  2.8604e+00  1.5000e+03  9.5013e+10  1.0645e+00  1.5000e+03  7.2350e+06  2.6896e+00  1.5000e+03  8.3486e+03  -8.9217e+00 1.5000e+03  7.2434e+06  2.7267e+00  1.5005e+03  
74          9.8875e+09  2.3147e+12  2.9299e+00  1.5000e+03  9.2681e+10  1.0870e+00  1.5000e+03  7.3497e+06  2.7562e+00  1.5000e+03  8.7930e+03  -9.0394e+00 1.5000e+03  7.3585e+06  2.7926e+00  1.5005e+03  
75          9.8904e+09  2.2632e+12  3.0012e+00  1.5000e+03  9.0415e+10  1.1101e+00  1.5000e+03  7.4659e+06  2.8245e+00  1.5000e+03  9.2623e+03  -9.1544e+00 1.5000e+03  7.4752e+06  2.8601e+00  1.5005e+03  
76          9.8933e+09  2.2126e+12  3.0744e+00  1.5000e+03  8.8213e+10  1.1339e+00  1.5000e+03  7.5835e+06  2.8946e+00  1.5000e+03  9.7576e+03  -9.2663e+00 1.5000e+03  7.5933e+06  2.9294e+00  1.5005e+03  
77          9.8962e+09  2.1628e+12  3.1496e+00  1.5000e+03  8.6073e+10  1.1584e+00  1.5000e+03  7.7027e+06  2.9666e+00  1.5000e+03  1.0281e+04  -9.3749e+00 1.5000e+03  7.7129e+06  3.0006e+00  1.5005e+03  
78          9.8991e+09  2.1140e+12  3.2268e+00  1.5000e+03  8.3992e+10  1.1837e+00  1.5000e+03  7.8233e+06  3.0406e+00  1.5000e+03  1.0833e+04  -9.4802e+00 1.5000e+03  7.8341e+06  3.0736e+00  1.5005e+03  
79          9.9020e+09  2.0660e+12  3.3061e+00  1.5000e+03  8.1968e+10  1.2097e+00  1.5000e+03  7.9454e+06  3.1166e+00  1.5000e+03  1.1416e+04  -9.5819e+00 1.5000e+03  7.9568e+06  3.1487e+00  1.5005e+03  
80          9.9049e+09  2.0189e+12  3.3875e+00  1.5000e+03  7.9999e+10  1.2366e+00  1.5000e+03  8.0690e+06  3.1946e+00  1.5000e+03  1.2032e+04  -9.6797e+00 1.5000e+03  8.0810e+06  3.2258e+00  1.5005e+03  
81          9.9079e+09  1.9727e+12  3.4712e+00  1.5000e+03  7.8083e+10  1.2643e+00  1.5000e+03  8.1941e+06  3.2748e+00  1.5000e+03  1.2683e+04  -9.7735e+00 1.5000e+03  8.2068e+06  3.3049e+00  1.5005e+03  
